,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPTS,Home_AvgPTS,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPTS,Visitor_AvgPTS,Visitor_GamesPlayed,Visitor_DaysPast,Home_ELO,Visitor_ELO
0,2016-10-25 19:30:00,New York Knicks,88,Cleveland Cavaliers,117,Tue,3,29,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
1,2016-10-25 22:30:00,San Antonio Spurs,129,Golden State Warriors,100,Tue,3,-29,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
2,2016-10-25 22:00:00,Utah Jazz,104,Portland Trail Blazers,113,Tue,3,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
3,2016-10-26 19:30:00,Brooklyn Nets,117,Boston Celtics,122,Wed,4,5,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
4,2016-10-26 19:00:00,Dallas Mavericks,121,Indiana Pacers,130,Wed,4,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
5,2016-10-26 22:30:00,Houston Rockets,114,Los Angeles Lakers,120,Wed,4,6,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
6,2016-10-26 20:00:00,Minnesota Timberwolves,98,Memphis Grizzlies,102,Wed,4,4,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
7,2016-10-26 20:00:00,Charlotte Hornets,107,Milwaukee Bucks,96,Wed,4,-11,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
8,2016-10-26 20:00:00,Denver Nuggets,107,New Orleans Pelicans,102,Wed,4,-5,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
9,2016-10-26 19:00:00,Miami Heat,108,Orlando Magic,96,Wed,4,-12,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
